#            mprod              mhscp              width               c200
     5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3000000e+03      1.2000000e+03      1.0000000e-22      2.3160974e-01
     1.3000000e+03      1.2000000e+03      0.0000000e+00      2.3161125e-01
     1.3000000e+03      1.2000000e+03      1.0000000e-18      2.1702411e-01
     1.3000000e+03      1.2000000e+03      5.6000000e-18      1.6133097e-01
     1.3000000e+03      1.2000000e+03      3.2000000e-17      3.1950653e-02
     1.3000000e+03      1.2000000e+03      4.6000000e-17      1.4286153e-02
     1.3000000e+03      1.2000000e+03      6.8000000e-17      4.3141201e-03
     1.3000000e+03      1.2000000e+03      1.0000000e-16      8.5797171e-04
     1.3000000e+03      1.2000000e+03      1.5000000e-16      8.6722784e-05
     1.3000000e+03      1.2000000e+03      2.2000000e-16      4.8419954e-06
     1.3000000e+03      1.2000000e+03      3.2000000e-16      1.1725410e-07
     1.3000000e+03      1.2000000e+03      4.6000000e-16      1.0274060e-09
     3.0100000e+03      3.0000000e+03      4.6000000e-17      7.2793570e-06
     5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3000000e+03      1.2000000e+03      1.0000000e+06      0.0000000e+00
     1.3500000e+03      1.2000000e+03      1.0000000e-22      2.2912213e-01
     1.3500000e+03      1.2000000e+03      0.0000000e+00      2.2912362e-01
     2.2000000e+03      1.8000000e+03      3.2000000e-17      4.4227819e-03
     1.3500000e+03      1.2000000e+03      1.0000000e-18      2.1465567e-01
     2.2000000e+03      1.8000000e+03      4.6000000e-17      1.7337671e-03
     1.3500000e+03      1.2000000e+03      5.6000000e-18      1.5945341e-01
     1.3500000e+03      1.2000000e+03      1.5000000e-17      8.8072592e-02
     2.2000000e+03      1.8000000e+03      6.8000000e-17      4.2833507e-04
     1.3500000e+03      1.2000000e+03      3.2000000e-17      3.1512589e-02
     1.3500000e+03      1.2000000e+03      4.6000000e-17      1.4092059e-02
     1.3500000e+03      1.2000000e+03      6.8000000e-17      4.2612724e-03
     1.3500000e+03      1.2000000e+03      1.0000000e-16      8.5009260e-04
     1.3500000e+03      1.2000000e+03      1.5000000e-16      8.6290177e-05
     1.3500000e+03      1.2000000e+03      2.2000000e-16      4.8269487e-06
     1.3500000e+03      1.2000000e+03      3.2000000e-16      1.1648609e-07
     1.3500000e+03      1.2000000e+03      4.6000000e-16      1.0051372e-09
     6.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3500000e+03      1.2000000e+03      1.0000000e+06      0.0000000e+00
     1.4000000e+03      7.0000000e+02      0.0000000e+00      3.8145783e-01
     1.4000000e+03      7.0000000e+02      5.0000000e-19      3.7149969e-01
     1.4000000e+03      7.0000000e+02      3.2000000e-18      3.2235677e-01
     1.4000000e+03      7.0000000e+02      1.0000000e-17      2.2705943e-01
     1.4000000e+03      7.0000000e+02      3.2000000e-17      7.7663049e-02
     1.4000000e+03      7.0000000e+02      4.6000000e-17      4.0909844e-02
     1.4000000e+03      7.0000000e+02      6.8000000e-17      1.5754493e-02
     1.4000000e+03      7.0000000e+02      1.0000000e-16      4.3074996e-03
     1.4000000e+03      7.0000000e+02      1.5000000e-16      6.6340181e-04
     1.4000000e+03      7.0000000e+02      2.2000000e-16      5.9817713e-05
     1.4000000e+03      7.0000000e+02      3.2000000e-16      2.5397949e-06
     1.4000000e+03      7.0000000e+02      4.6000000e-16      4.3690314e-08
     1.4000000e+03      7.0000000e+02      6.8000000e-16      1.3125000e-10
     7.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      7.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+03      8.0000000e+02      0.0000000e+00      3.8052992e-01
     1.4000000e+03      8.0000000e+02      1.0000000e-18      3.5991700e-01
