#            mhscp              width               c000
     4.5000000e+01      0.0000000e+00      4.1372081e-08
     5.0000000e+01      0.0000000e+00      2.5407508e-06
     5.5000000e+01      0.0000000e+00      2.5786788e-04
     6.0000000e+01      0.0000000e+00      8.3903104e-04
     6.5000000e+01      0.0000000e+00      2.0415317e-03
     7.5000000e+01      0.0000000e+00      2.7158164e-02
     8.0000000e+01      0.0000000e+00      6.8523865e-02
     1.0000000e+02      0.0000000e+00      1.7581692e-01
     1.2500000e+02      0.0000000e+00      2.4034685e-01
     1.5000000e+02      0.0000000e+00      2.8131945e-01
     1.7500000e+02      0.0000000e+00      3.0806496e-01
     2.0000000e+02      0.0000000e+00      3.4610514e-01
     2.2500000e+02      0.0000000e+00      3.7876938e-01
     2.5000000e+02      0.0000000e+00      4.0537377e-01
     2.7500000e+02      0.0000000e+00      4.3653930e-01
     3.0000000e+02      0.0000000e+00      4.6284351e-01
     3.2500000e+02      0.0000000e+00      4.8921193e-01
     3.5000000e+02      0.0000000e+00      5.1180710e-01
     3.7500000e+02      0.0000000e+00      5.3350855e-01
     4.0000000e+02      0.0000000e+00      5.5369820e-01
     4.2500000e+02      0.0000000e+00      5.7626946e-01
     4.5000000e+02      0.0000000e+00      5.9038166e-01
     4.7500000e+02      0.0000000e+00      6.0641690e-01
     5.0000000e+02      0.0000000e+00      6.1845982e-01
     5.5000000e+02      0.0000000e+00      6.3896948e-01
     6.0000000e+02      0.0000000e+00      6.5626513e-01
     6.5000000e+02      0.0000000e+00      6.6600700e-01
     7.0000000e+02      0.0000000e+00      6.7286915e-01
     7.5000000e+02      0.0000000e+00      6.7426779e-01
     8.0000000e+02      0.0000000e+00      6.7093518e-01
     8.5000000e+02      0.0000000e+00      6.5935846e-01
     9.0000000e+02      0.0000000e+00      6.4786970e-01
     9.5000000e+02      0.0000000e+00      6.2841994e-01
     1.0000000e+03      0.0000000e+00      6.0566514e-01
     1.1000000e+03      0.0000000e+00      5.5724776e-01
     1.2000000e+03      0.0000000e+00      5.0894702e-01
     1.3000000e+03      0.0000000e+00      4.3305553e-01
     1.4000000e+03      0.0000000e+00      3.0590493e-01
     1.5000000e+03      0.0000000e+00      2.3527469e-01
     1.6000000e+03      0.0000000e+00      2.1215717e-01
     1.7000000e+03      0.0000000e+00      1.9165281e-01
     1.8000000e+03      0.0000000e+00      1.3810245e-01
     1.9000000e+03      0.0000000e+00      7.5643545e-02
     2.0000000e+03      0.0000000e+00      3.5692099e-02
     2.1000000e+03      0.0000000e+00      1.8371087e-02
     2.2000000e+03      0.0000000e+00      1.2917906e-02
     2.3000000e+03      0.0000000e+00      1.1698436e-02
     2.4000000e+03      0.0000000e+00      1.0913413e-02
     2.5000000e+03      0.0000000e+00      9.8105288e-03
     2.6000000e+03      0.0000000e+00      8.5245787e-03
     2.8000000e+03      0.0000000e+00      5.0445467e-03
     3.0000000e+03      0.0000000e+00      1.5079089e-03
     3.5000000e+03      0.0000000e+00      0.0000000e+00
