#            mhscp              width               c100
     4.5000000e+01      0.0000000e+00      0.0000000e+00
     4.5000000e+01      1.0000000e+06      0.0000000e+00
     5.0000000e+01      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.0000000e+06      0.0000000e+00
     5.5000000e+01      0.0000000e+00      0.0000000e+00
     5.5000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      0.0000000e+00      0.0000000e+00
     6.0000000e+01      1.0000000e+06      0.0000000e+00
     6.5000000e+01      0.0000000e+00      0.0000000e+00
     6.5000000e+01      1.0000000e+06      0.0000000e+00
     7.5000000e+01      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      0.0000000e+00      0.0000000e+00
     8.0000000e+01      1.0000000e+06      0.0000000e+00
     1.0000000e+02      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.2500000e+02      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.0000000e+06      0.0000000e+00
     1.5000000e+02      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.0000000e+06      0.0000000e+00
     1.7500000e+02      0.0000000e+00      1.8363981e-01
     1.7500000e+02      1.0000000e-18      1.7517830e-01
     1.7500000e+02      5.6000000e-18      1.4127934e-01
     1.7500000e+02      2.2000000e-17      6.7243339e-02
     1.7500000e+02      4.6000000e-17      2.4114142e-02
     1.7500000e+02      6.8000000e-17      9.9421697e-03
     1.7500000e+02      1.0000000e-16      2.9560333e-03
     1.7500000e+02      1.5000000e-16      5.1167875e-04
     1.7500000e+02      2.2000000e-16      5.4238337e-05
     1.7500000e+02      3.2000000e-16      2.9386423e-06
     1.7500000e+02      4.6000000e-16      7.2894446e-08
     1.7500000e+02      6.8000000e-16      4.3025358e-10
     1.7500000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+02      0.0000000e+00      2.0977653e-01
     2.0000000e+02      1.0000000e-18      2.0003733e-01
     2.0000000e+02      5.6000000e-18      1.6107162e-01
     2.0000000e+02      2.2000000e-17      7.6302021e-02
     2.0000000e+02      4.6000000e-17      2.7197946e-02
     2.0000000e+02      6.8000000e-17      1.1141321e-02
     2.0000000e+02      1.0000000e-16      3.2688737e-03
     2.0000000e+02      1.5000000e-16      5.4775800e-04
     2.0000000e+02      2.2000000e-16      5.4276247e-05
     2.0000000e+02      3.2000000e-16      2.6037954e-06
     2.0000000e+02      4.6000000e-16      5.4642080e-08
     2.0000000e+02      6.8000000e-16      2.6778659e-10
     2.0000000e+02      1.0000000e+06      0.0000000e+00
     2.2500000e+02      0.0000000e+00      2.3102245e-01
     2.2500000e+02      1.0000000e-18      2.2022665e-01
     2.2500000e+02      5.6000000e-18      1.7708527e-01
