#            mprod               mint              mhscp              width               c000
     1.0500000e+02      1.0300000e+02      1.0000000e+02      0.0000000e+00      1.2379812e-01
     1.1000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.2781574e-01
     1.2000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.2553141e-01
     1.2000000e+02      1.1000000e+02      1.0000000e+02      0.0000000e+00      1.2598858e-01
     1.2000000e+02      1.1500000e+02      1.0000000e+02      0.0000000e+00      1.2702651e-01
     1.3000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.2678658e-01
     1.3000000e+02      1.1500000e+02      1.0000000e+02      0.0000000e+00      1.2660850e-01
     1.3000000e+02      1.2500000e+02      1.0000000e+02      0.0000000e+00      1.2802563e-01
     1.4000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.3199676e-01
     1.4000000e+02      1.1900000e+02      1.0000000e+02      0.0000000e+00      1.2631638e-01
     1.4000000e+02      1.3500000e+02      1.0000000e+02      0.0000000e+00      1.3576964e-01
     1.5500000e+02      1.5300000e+02      1.5000000e+02      0.0000000e+00      2.2532334e-01
     1.6000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.4413261e-01
     1.6000000e+02      1.2800000e+02      1.0000000e+02      0.0000000e+00      1.3513364e-01
     1.6000000e+02      1.5500000e+02      1.0000000e+02      0.0000000e+00      1.4658589e-01
     1.6000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.2440977e-01
     1.7000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.2583774e-01
     1.7000000e+02      1.6000000e+02      1.5000000e+02      0.0000000e+00      2.2854313e-01
     1.7000000e+02      1.6500000e+02      1.5000000e+02      0.0000000e+00      2.2734673e-01
     1.8000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.5371431e-01
     1.8000000e+02      1.3600000e+02      1.0000000e+02      0.0000000e+00      1.4323786e-01
     1.8000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.2356340e-01
     1.8000000e+02      1.6500000e+02      1.5000000e+02      0.0000000e+00      2.2997538e-01
     1.8000000e+02      1.7500000e+02      1.0000000e+02      0.0000000e+00      1.5369095e-01
     1.8000000e+02      1.7500000e+02      1.5000000e+02      0.0000000e+00      2.2700877e-01
     2.0000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.5698789e-01
     2.0000000e+02      1.2300000e+02      1.0000000e+02      0.0000000e+00      1.4941706e-01
     2.0000000e+02      1.4300000e+02      1.0000000e+02      0.0000000e+00      1.4946233e-01
     2.0000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.3134401e-01
     2.0000000e+02      1.6700000e+02      1.0000000e+02      0.0000000e+00      1.5323916e-01
     2.0000000e+02      1.7400000e+02      1.5000000e+02      0.0000000e+00      2.2904848e-01
     2.0000000e+02      1.9500000e+02      1.0000000e+02      0.0000000e+00      1.5838970e-01
     2.0000000e+02      1.9500000e+02      1.5000000e+02      0.0000000e+00      2.3348014e-01
     2.0500000e+02      2.0300000e+02      2.0000000e+02      0.0000000e+00      2.6640142e-01
     2.1000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.6473087e-01
     2.2000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.6688527e-01
     2.2000000e+02      2.1000000e+02      2.0000000e+02      0.0000000e+00      2.6984336e-01
     2.2000000e+02      2.1500000e+02      2.0000000e+02      0.0000000e+00      2.6665445e-01
     2.2500000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.4623545e-01
     2.2500000e+02      1.8500000e+02      1.5000000e+02      0.0000000e+00      2.3488914e-01
     2.2500000e+02      2.2000000e+02      1.5000000e+02      0.0000000e+00      2.4669829e-01
     2.3000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.6765563e-01
     2.3000000e+02      2.1500000e+02      2.0000000e+02      0.0000000e+00      2.7084054e-01
     2.3000000e+02      2.2500000e+02      2.0000000e+02      0.0000000e+00      2.7103893e-01
     2.4000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.6932681e-01
     2.4000000e+02      2.1900000e+02      2.0000000e+02      0.0000000e+00      2.7198963e-01
     2.4000000e+02      2.3500000e+02      2.0000000e+02      0.0000000e+00      2.7056767e-01
     2.5000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.5301654e-01
     2.5000000e+02      1.3000000e+02      1.0000000e+02      0.0000000e+00      1.5438211e-01
     2.5000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.4892810e-01
     2.5000000e+02      1.6000000e+02      1.0000000e+02      0.0000000e+00      1.5510356e-01
     2.5000000e+02      1.7400000e+02      1.5000000e+02      0.0000000e+00      2.4099543e-01
     2.5000000e+02      1.9500000e+02      1.5000000e+02      0.0000000e+00      2.3835193e-01
     2.5000000e+02      1.9800000e+02      1.0000000e+02      0.0000000e+00      1.5687195e-01
     2.5000000e+02      2.1900000e+02      1.5000000e+02      0.0000000e+00      2.4158656e-01
     2.5000000e+02      2.4500000e+02      1.0000000e+02      0.0000000e+00      1.4904441e-01
     2.5000000e+02      2.4500000e+02      1.5000000e+02      0.0000000e+00      2.5024647e-01
     2.5500000e+02      2.5300000e+02      2.5000000e+02      0.0000000e+00      2.9574802e-01
     2.6000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.7318090e-01
     2.6000000e+02      2.2900000e+02      2.0000000e+02      0.0000000e+00      2.7163574e-01
     2.6000000e+02      2.5500000e+02      2.0000000e+02      0.0000000e+00      2.7534648e-01
     2.6000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      2.9292657e-01
     2.7000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      2.9520524e-01
     2.7000000e+02      2.6000000e+02      2.5000000e+02      0.0000000e+00      2.9917663e-01
     2.7000000e+02      2.6500000e+02      2.5000000e+02      0.0000000e+00      2.9866047e-01
     2.8000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.8078729e-01
     2.8000000e+02      2.3700000e+02      2.0000000e+02      0.0000000e+00      2.7248730e-01
     2.8000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      2.9985263e-01
     2.8000000e+02      2.6500000e+02      2.5000000e+02      0.0000000e+00      3.0016549e-01
     2.8000000e+02      2.7500000e+02      2.0000000e+02      0.0000000e+00      2.7959695e-01
     2.8000000e+02      2.7500000e+02      2.5000000e+02      0.0000000e+00      3.0132487e-01
     3.0000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      1.3506857e-01
     3.0000000e+02      1.3600000e+02      1.0000000e+02      0.0000000e+00      1.5234596e-01
     3.0000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.5115594e-01
     3.0000000e+02      1.7600000e+02      1.0000000e+02      0.0000000e+00      1.5465742e-01
     3.0000000e+02      1.8200000e+02      1.5000000e+02      0.0000000e+00      2.5107037e-01
     3.0000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.8601012e-01
     3.0000000e+02      2.1400000e+02      1.5000000e+02      0.0000000e+00      2.5243945e-01
     3.0000000e+02      2.2500000e+02      2.0000000e+02      0.0000000e+00      2.8461579e-01
     3.0000000e+02      2.2800000e+02      1.0000000e+02      0.0000000e+00      1.5317344e-01
     3.0000000e+02      2.4600000e+02      2.0000000e+02      0.0000000e+00      2.7798710e-01
     3.0000000e+02      2.5100000e+02      1.5000000e+02      0.0000000e+00      2.5434784e-01
     3.0000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      2.9849666e-01
     3.0000000e+02      2.6900000e+02      2.0000000e+02      0.0000000e+00      2.8329538e-01
     3.0000000e+02      2.7400000e+02      2.5000000e+02      0.0000000e+00      3.0386899e-01
     3.0000000e+02      2.9500000e+02      1.0000000e+02      0.0000000e+00      1.2581968e-01
     3.0000000e+02      2.9500000e+02      1.5000000e+02      0.0000000e+00      2.5044534e-01
     3.0000000e+02      2.9500000e+02      2.0000000e+02      0.0000000e+00      2.8990392e-01
     3.0000000e+02      2.9500000e+02      2.5000000e+02      0.0000000e+00      3.0234394e-01
     3.0500000e+02      3.0300000e+02      3.0000000e+02      0.0000000e+00      3.1679961e-01
     3.1000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      3.1964419e-01
     3.2000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      3.1821100e-01
     3.2000000e+02      3.1000000e+02      3.0000000e+02      0.0000000e+00      3.1625064e-01
     3.2000000e+02      3.1500000e+02      3.0000000e+02      0.0000000e+00      3.1930416e-01
     3.2500000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      3.0643992e-01
     3.2500000e+02      2.8600000e+02      2.5000000e+02      0.0000000e+00      3.0251845e-01
     3.2500000e+02      3.2000000e+02      2.5000000e+02      0.0000000e+00      3.0754798e-01
     3.3000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      3.2066975e-01
     3.3000000e+02      3.1500000e+02      3.0000000e+02      0.0000000e+00      3.1953169e-01
     3.3000000e+02      3.2500000e+02      3.0000000e+02      0.0000000e+00      3.2110984e-01
     3.4000000e+02      3.0500000e+02      3.0000000e+02      0.0000000e+00      3.1855977e-01
     3.4000000e+02      3.2000000e+02      3.0000000e+02      0.0000000e+00      3.2079079e-01
     3.4000000e+02      3.3500000e+02      3.0000000e+02      0.0000000e+00      3.1929450e-01
     3.5000000e+02      1.5500000e+02      1.5000000e+02      0.0000000e+00      2.3434851e-01
     3.5000000e+02      1.8900000e+02      1.5000000e+02      0.0000000e+00      2.4515696e-01
     3.5000000e+02      2.0500000e+02      2.0000000e+02      0.0000000e+00      2.9032698e-01
     3.5000000e+02      2.3100000e+02      1.5000000e+02      0.0000000e+00      2.5391176e-01
     3.5000000e+02      2.3300000e+02      2.0000000e+02      0.0000000e+00      2.8995005e-01
     3.5000000e+02      2.5500000e+02      2.5000000e+02      0.0000000e+00      3.1465822e-01
     3.5000000e+02      2.6600000e+02      2.0000000e+02      0.0000000e+00      2.8769142e-01
     3.5000000e+02      2.7500000e+02      2.5000000e+02      0.0000000e+00      3.1033670e-01
     3.5000000e+02      2.8200000e+02      1.5000000e+02      0.0000000e+00      2.4776602e-01
     3.5000000e+02      2.9700000e+02      2.5000000e+02      0.0000000e+00      3.0448336e-01
     3.5000000e+02      3.0300000e+02      2.0000000e+02      0.0000000e+00      2.8868923e-01
     3.5000000e+02      3.2000000e+02      2.5000000e+02      0.0000000e+00      3.1049272e-01
     3.5000000e+02      3.4500000e+02      1.5000000e+02      0.0000000e+00      2.2794230e-01
     3.5000000e+02      3.4500000e+02      2.0000000e+02      0.0000000e+00      2.8888232e-01
     3.5000000e+02      3.4500000e+02      2.5000000e+02      0.0000000e+00      3.1397966e-01
     3.5500000e+02      3.5300000e+02      3.5000000e+02      0.0000000e+00      3.2726605e-01
