#            mhscp              width               c200
     4.5000000e+01      0.0000000e+00      0.0000000e+00
     5.0000000e+01      0.0000000e+00      0.0000000e+00
     5.5000000e+01      0.0000000e+00      0.0000000e+00
     6.0000000e+01      0.0000000e+00      0.0000000e+00
     6.5000000e+01      0.0000000e+00      0.0000000e+00
     7.5000000e+01      0.0000000e+00      0.0000000e+00
     8.0000000e+01      0.0000000e+00      0.0000000e+00
     1.0000000e+02      0.0000000e+00      0.0000000e+00
     1.2500000e+02      0.0000000e+00      0.0000000e+00
     1.5000000e+02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      0.0000000e+00      5.1043274e-01
     3.7500000e+02      0.0000000e+00      5.3246473e-01
     4.0000000e+02      0.0000000e+00      5.5289608e-01
     4.2500000e+02      0.0000000e+00      5.7561511e-01
     4.5000000e+02      0.0000000e+00      5.8982873e-01
     4.7500000e+02      0.0000000e+00      6.0595216e-01
     5.0000000e+02      0.0000000e+00      6.1806391e-01
     5.5000000e+02      0.0000000e+00      6.3867523e-01
     6.0000000e+02      0.0000000e+00      6.5604303e-01
     6.5000000e+02      0.0000000e+00      6.6584254e-01
     7.0000000e+02      0.0000000e+00      6.7274928e-01
     7.5000000e+02      0.0000000e+00      6.7417160e-01
     8.0000000e+02      0.0000000e+00      6.7085920e-01
     8.5000000e+02      0.0000000e+00      6.5930155e-01
     9.0000000e+02      0.0000000e+00      6.4782250e-01
     9.5000000e+02      0.0000000e+00      6.2838120e-01
     1.0000000e+03      0.0000000e+00      6.0563373e-01
     1.1000000e+03      0.0000000e+00      5.5722445e-01
     1.2000000e+03      0.0000000e+00      5.0893968e-01
     1.3000000e+03      0.0000000e+00      4.3305525e-01
     1.4000000e+03      0.0000000e+00      3.0590493e-01
     1.5000000e+03      0.0000000e+00      2.3527469e-01
     1.6000000e+03      0.0000000e+00      2.1215717e-01
     1.7000000e+03      0.0000000e+00      1.9165281e-01
     1.8000000e+03      0.0000000e+00      1.3810245e-01
     1.9000000e+03      0.0000000e+00      7.5643545e-02
     2.0000000e+03      0.0000000e+00      3.5692099e-02
     2.1000000e+03      0.0000000e+00      1.8371087e-02
     2.2000000e+03      0.0000000e+00      1.2917906e-02
     2.3000000e+03      0.0000000e+00      1.1698436e-02
     2.4000000e+03      0.0000000e+00      1.0913413e-02
     2.5000000e+03      0.0000000e+00      9.8105288e-03
     2.6000000e+03      0.0000000e+00      8.5245787e-03
     2.8000000e+03      0.0000000e+00      5.0445467e-03
     3.0000000e+03      0.0000000e+00      1.5079089e-03
     3.5000000e+03      0.0000000e+00      0.0000000e+00
