#MA5 EffMap for txName: TSlepSlep , Analysis: atlas_susy_2013_11 , SR: mT2-120-DF
# Mother  Daughter  Eff. 
160   30   0.0000000
280   20   0.0000000
260   180   0.0000000
280   30   0.0000000
230   40   0.0000000
330   190   0.0000000
340   0   0.0000000
330   80   0.0000000
240   70   0.0000000
270   190   0.0000000
180   60   0.0000000
180   20   0.0000000
280   80   0.0000000
290   60   0.0000000
330   50   0.0000000
140   0   0.0000000
290   160   0.0000000
170   70   0.0000000
350   150   0.0000000
240   30   0.0000000
160   130   0.0000000
160   70   0.0000000
200   10   0.0000000
230   190   0.0000000
200   160   0.0000000
200   80   0.0000000
260   90   0.0000000
340   70   0.0000000
250   140   0.0000000
230   110   0.0000000
190   70   0.0000000
320   110   0.0000000
240   100   0.0000000
230   20   0.0000000
340   130   0.0000000
140   30   0.0000000
250   80   0.0000000
260   160   0.0000000
100   30   0.0000000
220   160   0.0000000
180   30   0.0000000
340   160   0.0000000
220   50   0.0000000
220   110   0.0000000
130   20   0.0000000
160   60   0.0000000
260   10   0.0000000
250   180   0.0000000
280   40   0.0000000
290   180   0.0000000
220   20   0.0000000
330   70   0.0000000
220   180   0.0000000
200   0   0.0000000
270   20   0.0000000
320   130   0.0000000
220   190   0.0000000
210   150   0.0000000
170   50   0.0000000
180   0   0.0000000
280   190   0.0000000
130   60   0.0000000
290   170   0.0000000
320   160   0.0000000
250   170   0.0000000
330   120   0.0000000
210   20   0.0000000
170   10   0.0000000
350   170   0.0000000
110   80   0.0000000
180   90   0.0000000
200   50   0.0000000
240   150   0.0000000
340   150   0.0000000
280   180   0.0000000
210   170   0.0000000
320   120   0.0000000
190   110   0.0000000
350   100   0.0000000
230   100   0.0000000
190   150   0.0000000
330   10   0.0000000
200   120   0.0000000
100   10   0.0000000
100   50   0.0000000
220   30   0.0000000
140   40   0.0000000
220   130   0.0000000
280   170   0.0000000
180   50   0.0000000
240   140   0.0000000
230   30   0.0000000
220   70   0.0000000
210   70   0.0000000
290   0   0.0000000
350   110   0.0000000
280   60   0.0000000
350   160   0.0000000
120   10   0.0000000
340   20   0.0000000
280   90   0.0000000
130   90   0.0000000
290   20   0.0000000
220   120   0.0000000
240   20   0.0000000
240   160   0.0000000
330   100   0.0000000
150   70   0.0000000
250   100   0.0000000
270   10   0.0000000
260   140   0.0000000
280   100   0.0000000
250   30   0.0000000
210   50   0.0000000
180   130   0.0000000
290   150   0.0000000
270   120   0.0000000
280   160   0.0000000
340   110   0.0000000
280   70   0.0000000
240   10   0.0000000
200   130   0.0000000
330   0   0.0000000
340   40   0.0000000
150   110   0.0000000
190   140   0.0000000
210   120   0.0000000
220   60   0.0000000
320   40   0.0000000
230   120   0.0000000
140   50   0.0000000
160   0   0.0000000
120   90   0.0000000
350   0   0.0000000
320   30   0.0000000
330   130   0.0000000
240   80   0.0000000
350   140   0.0000000
290   50   0.0000000
130   30   0.0000000
140   20   0.0000000
130   40   0.0000000
290   10   0.0000000
270   160   0.0000000
330   180   0.0000000
290   190   0.0000000
290   130   0.0000000
210   30   0.0000000
260   120   0.0000000
260   40   0.0000000
210   180   0.0000000
190   30   0.0000000
280   10   0.0000000
200   40   0.0000000
350   130   0.0000000
250   190   0.0000000
350   10   0.0000000
130   10   0.0000000
160   20   0.0000000
140   110   0.0000000
230   10   0.0000000
170   80   0.0000000
190   100   0.0000000
200   90   0.0000000
250   120   0.0000000
270   0   0.0000000
220   150   0.0000000
