#MA5 EffMap for txName: TSlepSlep , Analysis: atlas_susy_2013_11 , SR: mT2-120-SF
# Mother  Daughter  Eff. 
160   30   0.0241551
280   20   0.0883150
260   180   0.0085943
280   30   0.0878029
230   40   0.0670059
330   190   0.0649268
340   0   0.1051812
330   80   0.0970799
240   70   0.0657437
270   190   0.0093875
180   60   0.0284286
180   20   0.0416950
280   80   0.0811338
290   60   0.0875740
330   50   0.0987697
140   0   0.0121098
290   160   0.0549485
170   70   0.0132035
350   150   0.0897310
240   30   0.0726514
160   130   0.0000000
160   70   0.0042112
200   10   0.0562862
230   190   0.0000000
200   160   0.0000000
200   80   0.0342606
260   90   0.0700253
340   70   0.0999346
250   140   0.0359906
230   110   0.0409193
190   70   0.0310908
320   110   0.0885529
240   100   0.0548831
230   20   0.0698898
340   130   0.0893713
140   30   0.0077936
250   80   0.0685200
260   160   0.0296056
100   30   0.0000000
220   160   0.0000000
180   30   0.0391786
340   160   0.0829876
220   50   0.0599869
220   110   0.0318348
130   20   0.0031218
160   60   0.0104708
260   10   0.0821406
250   180   0.0007749
280   40   0.0879232
290   180   0.0407972
220   20   0.0655847
330   70   0.0988266
220   180   0.0000000
200   0   0.0558251
270   20   0.0852256
320   130   0.0837059
220   190   0.0000000
210   150   0.0000000
170   50   0.0241568
180   0   0.0426894
280   190   0.0203532
130   60   0.0000000
290   170   0.0490583
320   160   0.0741525
250   170   0.0077468
330   120   0.0887471
210   20   0.0599226
170   10   0.0359147
350   170   0.0836310
110   80   0.0000000
180   90   0.0083378
200   50   0.0471413
240   150   0.0172633
340   150   0.0853073
280   180   0.0307764
210   170   0.0000000
320   120   0.0867401
190   110   0.0027110
350   100   0.0994026
230   100   0.0468067
190   150   0.0000000
330   10   0.1019350
200   120   0.0038874
100   10   0.0000000
100   50   0.0000000
220   30   0.0641232
140   40   0.0039006
220   130   0.0153667
280   170   0.0392009
180   50   0.0331898
240   140   0.0265689
230   30   0.0701820
220   70   0.0541373
210   70   0.0472912
290   0   0.0918392
350   110   0.0968239
280   60   0.0858679
350   160   0.0875104
120   10   0.0003558
340   20   0.1026098
280   90   0.0783410
130   90   0.0000000
290   20   0.0910950
220   120   0.0235655
240   20   0.0754268
240   160   0.0068700
330   100   0.0941016
150   70   0.0002034
250   100   0.0601399
270   10   0.0852891
260   140   0.0449248
280   100   0.0760524
250   30   0.0787158
210   50   0.0546726
180   130   0.0000000
290   150   0.0619725
270   120   0.0643152
280   160   0.0470876
340   110   0.0952274
280   70   0.0833283
240   10   0.0734691
200   130   0.0001419
330   0   0.1009224
340   40   0.1011172
150   110   0.0000000
190   140   0.0000000
210   120   0.0130982
220   60   0.0576950
320   40   0.0976152
230   120   0.0339037
140   50   0.0010096
160   0   0.0290869
120   90   0.0000000
350   0   0.1058466
320   30   0.0996734
330   130   0.0877489
240   80   0.0635672
350   140   0.0912691
290   50   0.0905256
130   30   0.0013768
140   20   0.0104628
130   40   0.0002045
290   10   0.0900592
270   160   0.0390519
330   180   0.0700884
290   190   0.0314981
290   130   0.0713560
210   30   0.0584108
260   120   0.0577543
260   40   0.0811328
210   180   0.0000000
190   30   0.0468121
280   10   0.0896555
200   40   0.0519625
350   130   0.0927656
250   190   0.0000000
350   10   0.1053417
130   10   0.0046602
160   20   0.0264689
140   110   0.0000000
230   10   0.0706294
170   80   0.0064815
190   100   0.0103113
200   90   0.0273512
250   120   0.0494648
270   0   0.0854084
220   150   0.0003014
290   120   0.0753440
280   0   0.0880445
330   20   0.0994336
240   180   0.0000000
220   90   0.0445300
230   70   0.0595405
260   150   0.0371791
120   40   0.0000000
140   60   0.0000444
160   110   0.0000000
240   110   0.0487246
340   80   0.0999149
330   60   0.0984295
180   40   0.0366627
170   120   0.0000000
210   90   0.0370029
260   130   0.0523137
250   10   0.0808180
130   0   0.0052104
100   0   0.0000000
240   130   0.0352493
330   110   0.0927284
260   0   0.0824194
190   80   0.0251562
140   100   0.0000000
150   80   0.0000000
320   70   0.0948936
110   30   0.0000000
150   10   0.0196326
330   90   0.0953415
150   90   0.0000000
150   100   0.0000000
140   70   0.0000000
260   100   0.0668759
250   0   0.0798587
280   50   0.0867795
170   60   0.0195211
210   10   0.0611818
230   0   0.0704504
210   0   0.0610235
110   60   0.0000000
210   110   0.0220199
340   170   0.0797346
320   100   0.0914286
230   180   0.0000000
210   140   0.0002180
250   150   0.0277293
340   60   0.1024459
150   30   0.0153409
120   80   0.0000000
290   80   0.0839306
240   170   0.0005605
200   60   0.0448220
320   60   0.0968735
230   170   0.0000000
160   120   0.0000000
230   160   0.0004834
190   160   0.0000000
270   140   0.0527809
290   30   0.0914990
270   80   0.0765700
260   20   0.0824603
320   50   0.0976718
120   50   0.0000000
160   90   0.0000000
330   150   0.0815095
170   130   0.0000000
330   40   0.0994160
340   50   0.1019890
280   130   0.0663932
240   50   0.0697593
190   120   0.0000580
270   110   0.0681388
270   100   0.0717311
130   80   0.0000000
270   30   0.0843193
140   10   0.0117018
320   80   0.0944797
260   30   0.0816249
340   190   0.0709320
280   140   0.0596637
210   130   0.0048515
170   90   0.0011207
240   120   0.0427538
180   140   0.0000000
240   90   0.0589589
180   150   0.0000000
160   10   0.0279456
120   20   0.0001204
200   150   0.0000000
170   0   0.0359395
250   110   0.0554474
110   50   0.0000000
200   170   0.0000000
270   150   0.0465261
190   50   0.0407217
100   60   0.0000000
330   30   0.0996891
100   40   0.0000000
230   150   0.0064388
230   90   0.0525405
110   70   0.0000000
340   90   0.0986454
170   110   0.0000000
320   140   0.0808145
270   90   0.0758501
190   0   0.0500375
120   30   0.0000218
120   60   0.0000000
250   50   0.0747869
280   110   0.0734126
350   120   0.0955856
260   80   0.0725514
120   0   0.0005827
230   60   0.0626175
160   80   0.0004669
210   100   0.0303680
160   50   0.0158304
250   40   0.0777694
170   30   0.0322073
220   40   0.0617850
130   100   0.0000000
100   70   0.0000000
230   140   0.0160169
250   20   0.0786289
140   80   0.0000000
270   60   0.0809207
260   190   0.0008670
230   80   0.0556982
230   50   0.0652481
150   120   0.0000000
200   110   0.0118059
320   150   0.0792561
220   100   0.0384378
200   70   0.0395556
160   100   0.0000000
340   120   0.0922515
210   60   0.0511561
330   140   0.0858238
340   10   0.1035325
190   40   0.0434831
260   70   0.0753398
270   70   0.0791901
320   90   0.0924900
220   140   0.0054529
180   100   0.0018177
150   40   0.0117967
190   90   0.0183954
170   40   0.0286320
260   60   0.0782457
320   170   0.0688086
240   60   0.0689405
220   170   0.0000000
290   110   0.0779888
270   180   0.0192925
290   100   0.0805283
270   40   0.0837346
290   140   0.0665230
250   130   0.0433697
150   50   0.0076917
220   10   0.0663718
110   0   0.0000000
160   40   0.0202550
180   70   0.0223583
340   30   0.1031607
230   130   0.0255171
150   20   0.0176610
180   10   0.0416236
240   0   0.0753946
320   180   0.0634300
210   80   0.0419863
280   120   0.0690961
270   170   0.0298084
240   190   0.0000000
170   20   0.0336782
290   70   0.0868958
130   50   0.0000000
120   70   0.0000000
260   50   0.0795087
290   40   0.0897097
110   40   0.0000000
110   10   0.0000054
150   60   0.0026472
250   70   0.0713506
190   10   0.0493792
190   130   0.0000000
340   100   0.0965026
320   190   0.0589099
220   0   0.0668312
340   140   0.0887335
330   170   0.0746526
270   130   0.0595916
150   0   0.0204131
100   20   0.0000000
140   90   0.0000000
180   80   0.0154702
190   20   0.0477726
250   160   0.0177469
170   140   0.0000000
210   160   0.0000000
330   160   0.0795102
240   40   0.0723031
250   90   0.0647967
280   150   0.0547107
200   140   0.0000000
180   110   0.0000177
180   120   0.0000000
220   80   0.0502338
250   60   0.0744046
260   110   0.0628240
340   180   0.0763545
270   50   0.0824287
260   170   0.0186373
130   70   0.0000000
